1	1000	38	1
1	2000	39	1
1	3000	39	1
1	4000	39	1
1	5000	39	1
1	6000	38	1
1	7000	39	1
1	8000	39	1
1	9000	39	1
1	10000	42	1
1	11000	40	1
1	12000	39	1
1	13000	39	1
1	14000	39	1
1	15000	38	1
1	16000	40	1
1	17000	41	1
1	18000	39	1
1	19000	41	1
1	20000	38	1
1	21000	39	1
1	22000	40	1
1	23000	40	1
1	24000	40	1
1	25000	40	1
1	26000	40	1
1	27000	39	1
1	28000	40	1
1	29000	38	1
1	30000	39	1
1	31000	40	1
1	32000	40	1
1	33000	38	1
1	34000	40	1
1	35000	40	1
1	36000	39	1
1	37000	39	1
1	38000	39	1
1	39000	41	1
1	40000	39	1
1	41000	40	1
1	42000	41	1
1	43000	40	1
1	44000	40	1
1	45000	40	1
1	46000	42	1
1	47000	40	1
1	48000	40	1
1	49000	40	1
1	50000	39	1
1	51000	41	1
1	52000	40	1
1	53000	41	1
1	54000	39	1
1	55000	39	1
1	56000	40	1
1	57000	40	1
1	58000	40	1
1	59000	40	1
1	60000	39	1
1	61000	39	1
1	62000	40	1
1	63000	38	1
1	64000	41	1
1	65000	39	1
1	66000	41	1
1	67000	38	1
1	68000	41	1
1	69000	40	1
1	70000	40	1
1	71000	39	1
1	72000	40	1
1	73000	39	1
1	74000	41	1
1	75000	41	1
1	76000	40	1
1	77000	40	1
1	78000	40	1
1	79000	40	1
1	80000	39	1
1	81000	40	1
1	82000	39	1
1	83000	39	1
1	84000	41	1
1	85000	40	1
1	86000	41	1
1	87000	38	1
1	88000	39	1
1	89000	38	1
1	90000	40	1
1	91000	42	1
1	92000	39	1
1	93000	41	1
1	94000	38	1
1	95000	39	1
1	96000	38	1
1	97000	39	1
1	98000	39	1
1	99000	40	1
1	100000	40	1
1	101000	40	1
1	102000	39	1
1	103000	39	1
1	104000	39	1
1	105000	39	1
1	106000	40	1
1	107000	38	1
1	108000	39	1
1	109000	40	1
1	110000	40	1
1	111000	42	1
1	112000	38	1
1	113000	37	1
1	114000	40	1
1	115000	38	1
1	116000	39	1
1	117000	39	1
1	118000	39	1
1	119000	38	1
1	120000	40	1
1	121000	39	1
1	122000	39	1
1	123000	40	1
1	124000	38	1
1	125000	40	1
1	126000	38	1
1	127000	40	1
1	128000	41	1
1	129000	41	1
1	130000	39	1
1	131000	39	1
1	132000	39	1
1	133000	40	1
1	134000	40	1
1	135000	40	1
1	136000	39	1
1	137000	38	1
1	138000	39	1
1	139000	38	1
1	140000	39	1
1	141000	39	1
1	142000	40	1
1	143000	39	1
1	144000	40	1
1	145000	39	1
1	146000	40	1
1	147000	41	1
1	148000	39	1
1	149000	38	1
1	150000	38	1
1	151000	39	1
1	152000	39	1
1	153000	39	1
1	154000	40	1
1	155000	37	1
1	156000	38	1
1	157000	40	1
1	158000	40	1
1	159000	40	1
1	160000	39	1
1	161000	40	1
1	162000	40	1
1	163000	40	1
1	164000	39	1
1	165000	38	1
1	166000	41	1
1	167000	39	1
1	168000	38	1
1	169000	39	1
1	170000	41	1
1	171000	40	1
1	172000	40	1
1	173000	39	1
1	174000	39	1
1	175000	39	1
1	176000	40	1
1	177000	41	1
1	178000	39	1
1	179000	40	1
1	180000	39	1
1	181000	39	1
1	182000	40	1
1	183000	38	1
1	184000	39	1
